Member_number,itemDescription,Date,Category
6505,margarine,01-01-2024,Meat
1450,white bread,01-01-2024,Other
2298,citrus fruit,01-01-2024,Dairy
4881,chocolate,01-01-2024,Dairy
6219,whole milk,01-01-2024,Other
3178,sausage,01-01-2024,Other
9800,other vegetables,01-01-2024,Other
8076,root vegetables,01-01-2024,Other
6827,specialty chocolate,01-01-2024,Other
1214,bottled water,01-01-2024,Other
6920,tropical fruit,01-01-2024,Meat
9316,semi-finished bread,01-01-2024,Meat
1596,whole milk,01-01-2024,Other
7684,chocolate marshmallow,01-01-2024,Other
4869,whole milk,01-01-2024,Other
1677,yogurt,01-01-2024,Dairy
4394,meat,01-01-2024,Other
4613,pastry,01-01-2024,Other
4424,root vegetables,01-01-2024,Other
3611,whole milk,01-01-2024,Other
5479,frankfurter,01-01-2024,Dairy
9417,oil,01-01-2024,Other
7363,soda,01-01-2024,Other
9182,onions,01-01-2024,Other
4356,white bread,01-01-2024,Dairy
7680,soda,01-01-2024,Meat
9556,domestic eggs,01-01-2024,Beverages
5470,other vegetables,01-01-2024,Other
4915,citrus fruit,01-01-2024,Other
2271,root vegetables,01-01-2024,Other
4531,newspapers,01-01-2024,Other
9319,beef,01-01-2024,Other
3933,soft cheese,01-01-2024,Other
8637,mustard,01-01-2024,Other
3965,whole milk,01-01-2024,Other
6551,canned beer,01-01-2024,Dairy
3648,rolls/buns,01-01-2024,Other
3451,other vegetables,01-01-2024,Other
7626,salty snack,01-01-2024,Other
1865,whole milk,01-01-2024,Other
1100,sugar,01-01-2024,Dairy
1255,grapes,01-01-2024,Other
2081,pastry,01-01-2024,Other
9113,onions,01-01-2024,Other
1618,grapes,01-01-2024,Other
9759,ham,01-01-2024,Beverages
1707,whole milk,01-01-2024,Other
3164,pork,01-01-2024,Other
2127,abrasive cleaner,01-01-2024,Other
9100,canned beer,01-01-2024,Other
7775,fruit/vegetable juice,01-01-2024,Other
7890,root vegetables,01-01-2024,Beverages
1867,frozen meals,01-01-2024,Other
9888,beef,01-01-2024,Other
2630,soda,01-01-2024,Beverages
9217,other vegetables,01-01-2024,Other
7890,pork,01-01-2024,Other
8160,soda,01-01-2024,Meat
5976,dessert,01-01-2024,Meat
9417,sausage,01-01-2024,Beverages
1644,white wine,01-01-2024,Dairy
1756,butter milk,01-01-2024,Other
3626,cream,01-01-2024,Beverages
8287,whole milk,01-01-2024,Other
4487,fruit/vegetable juice,01-01-2024,Other
6185,whole milk,01-01-2024,Meat
8430,white bread,01-01-2024,Other
9316,dishes,01-01-2024,Other
1090,ham,01-01-2024,Other
9407,seasonal products,01-01-2024,Beverages
8184,other vegetables,01-01-2024,Other
6329,rolls/buns,01-01-2024,Meat
4072,spread cheese,01-01-2024,Other
1006,butter,01-01-2024,Dairy
5193,newspapers,01-01-2024,Other
7209,chewing gum,01-01-2024,Other
8099,rolls/buns,01-01-2024,Other
9729,soda,01-01-2024,Other
9740,kitchen towels,01-01-2024,Dairy
1612,specialty chocolate,01-01-2024,Other
8099,salt,01-01-2024,Other
9729,bottled beer,01-01-2024,Other
6100,tropical fruit,01-01-2024,Meat
9878,other vegetables,01-01-2024,Other
7642,beef,01-01-2024,Other
7869,flower (seeds),01-01-2024,Beverages
5767,fruit/vegetable juice,01-01-2024,Other
5355,organic sausage,01-01-2024,Other
2951,tropical fruit,01-01-2024,Dairy
2472,canned vegetables,01-01-2024,Other
3312,hard cheese,01-01-2024,Other
3217,female sanitary products,01-01-2024,Other
4901,onions,01-01-2024,Meat
7837,whole milk,01-01-2024,Other
5859,ham,01-01-2024,Other
8386,rolls/buns,01-01-2024,Other
8863,root vegetables,01-01-2024,Other
8176,white bread,01-01-2024,Dairy
6730,oil,01-01-2024,Other
9987,hamburger meat,01-01-2024,Other
8559,yogurt,01-01-2024,Other
9958,pork,01-01-2024,Other
9903,dessert,01-01-2024,Other
4692,shopping bags,01-01-2024,Other
9956,rolls/buns,01-01-2024,Other
5594,sausage,01-01-2024,Other
3119,butter,01-01-2024,Other
4941,prosecco,01-01-2024,Other
9575,sugar,01-01-2024,Snacks
6108,newspapers,01-01-2024,Other
9505,pasta,01-01-2024,Meat
4716,soda,01-01-2024,Dairy
4083,whole milk,01-01-2024,Other
4273,sausage,01-01-2024,Other
7131,tropical fruit,01-01-2024,Dairy
3611,whole milk,01-01-2024,Dairy
5479,nuts/prunes,01-01-2024,Other
3164,dessert,01-01-2024,Other
5433,bottled water,01-01-2024,Other
8464,beef,01-01-2024,Other
3992,waffles,01-01-2024,Other
4072,long life bakery product,01-01-2024,Other
9217,spread cheese,01-01-2024,Other
5287,root vegetables,01-01-2024,Beverages
8184,sausage,01-01-2024,Dairy
6260,onions,01-01-2024,Other
6630,ice cream,01-01-2024,Other
5691,soda,01-01-2024,Other
7888,long life bakery product,01-01-2024,Meat
5049,beverages,01-01-2024,Other
5028,yogurt,01-01-2024,Other
3731,long life bakery product,01-01-2024,Other
5470,napkins,01-01-2024,Other
3855,frozen meals,01-01-2024,Other
2247,chicken,01-01-2024,Dairy
1911,shopping bags,01-01-2024,Other
2504,yogurt,01-01-2024,Dairy
9009,dessert,01-01-2024,Other
8146,ice cream,01-01-2024,Other
1977,whole milk,01-01-2024,Other
5636,butter milk,01-01-2024,Dairy
2649,sausage,01-01-2024,Beverages
8379,rolls/buns,01-01-2024,Other
7267,root vegetables,01-01-2024,Other
9517,whole milk,01-01-2024,Other
5211,tropical fruit,01-01-2024,Other
5250,yogurt,01-01-2024,Other
8401,whipped/sour cream,01-01-2024,Other
6853,other vegetables,01-01-2024,Other
2682,misc. beverages,01-01-2024,Other
7385,citrus fruit,01-01-2024,Other
1764,UHT-milk,01-01-2024,Other
5986,pork,01-01-2024,Other
3064,flour,01-01-2024,Other
8124,cat food,01-01-2024,Other
1364,napkins,01-01-2024,Other
4477,spread cheese,01-01-2024,Dairy
3285,bottled water,01-01-2024,Beverages
9719,hard cheese,01-01-2024,Other
8984,mustard,01-01-2024,Other
3871,sausage,01-01-2024,Other
6339,rolls/buns,01-01-2024,Other
9463,margarine,01-01-2024,Other
6124,grapes,01-01-2024,Other
5654,male cosmetics,01-01-2024,Other
2634,soft cheese,01-01-2024,Beverages
8169,onions,01-01-2024,Other
1100,yogurt,01-01-2024,Other
6136,liquor (appetizer),01-01-2024,Other
7538,frozen dessert,01-01-2024,Other
6809,cream cheese ,01-01-2024,Other
2081,rolls/buns,01-01-2024,Other
6458,waffles,01-01-2024,Meat
4476,other vegetables,01-01-2024,Other
2463,photo/film,01-01-2024,Other
6863,whipped/sour cream,01-01-2024,Other
9925,fruit/vegetable juice,01-01-2024,Other
8424,beverages,01-01-2024,Other
6291,yogurt,01-01-2024,Other
1177,condensed milk,01-01-2024,Meat
9505,sugar,01-01-2024,Other
9338,rolls/buns,01-01-2024,Other
6381,turkey,01-01-2024,Other
7642,hard cheese,01-01-2024,Other
2477,canned vegetables,01-01-2024,Canned Goods
2573,bottled beer,01-01-2024,Other
2825,beef,01-01-2024,Other
4915,waffles,01-01-2024,Other
6232,misc. beverages,01-01-2024,Other
4901,coffee,01-01-2024,Beverages
1011,sausage,01-01-2024,Other
9086,sausage,01-01-2024,Other
8046,newspapers,01-01-2024,Other
9079,rolls/buns,01-01-2024,Other
4081,long life bakery product,01-01-2024,Other
1281,yogurt,01-01-2024,Other
9485,bottled beer,01-01-2024,Other
1040,misc. beverages,01-01-2024,Other
6918,canned beer,01-01-2024,Meat
7274,butter,01-01-2024,Dairy
2463,other vegetables,01-01-2024,Meat
3798,dish cleaner,01-01-2024,Other
3626,newspapers,01-01-2024,Dairy
9759,specialty bar,01-01-2024,Other
3207,whole milk,01-01-2024,Other
6295,frozen meals,01-01-2024,Other
8992,whole milk,01-01-2024,Other
1723,baking powder,01-01-2024,Dairy
1113,tropical fruit,01-01-2024,Other
8184,pip fruit,01-01-2024,Other
5667,tropical fruit,01-01-2024,Beverages
7869,sugar,01-01-2024,Other
1002,yogurt,01-01-2024,Other
7953,pip fruit,01-01-2024,Dairy
6538,tropical fruit,01-01-2024,Other
9263,tropical fruit,01-01-2024,Other
6767,yogurt,01-01-2024,Other
2118,butter,01-01-2024,Beverages
1551,vinegar,01-01-2024,Other
6614,whipped/sour cream,01-01-2024,Other
6252,specialty chocolate,01-01-2024,Other
1364,rolls/buns,01-01-2024,Other
9640,whole milk,01-01-2024,Other
2174,mustard,01-01-2024,Other
3765,hard cheese,01-01-2024,Other
6103,other vegetables,01-01-2024,Other
5685,herbs,01-01-2024,Other
4500,newspapers,01-01-2024,Other
3451,soda,01-01-2024,Other
4476,soft cheese,01-01-2024,Dairy
1645,whole milk,01-01-2024,Other
9974,berries,01-01-2024,Other
8013,pork,01-01-2024,Other
9485,tropical fruit,01-01-2024,Other
5241,canned beer,01-01-2024,Canned Goods
4531,whole milk,01-01-2024,Other
2474,soda,01-01-2024,Meat
1448,seasonal products,01-01-2024,Other
6991,dish cleaner,01-01-2024,Other
3208,salt,01-01-2024,Other
3303,other vegetables,01-01-2024,Other
3680,cat food,01-01-2024,Other
7687,whipped/sour cream,01-01-2024,Meat
2215,pork,01-01-2024,Other
3343,root vegetables,01-01-2024,Other
2263,pork,01-01-2024,Meat
2665,mustard,01-01-2024,Beverages
3178,rolls/buns,01-01-2024,Other
6893,other vegetables,01-01-2024,Dairy
9035,whole milk,01-01-2024,Meat
3394,pork,01-01-2024,Other
5701,beef,01-01-2024,Other
4356,canned vegetables,01-01-2024,Other
1612,white bread,01-01-2024,Other
8899,pork,01-01-2024,Other
9615,tropical fruit,01-01-2024,Other
6108,bottled water,01-01-2024,Other
2122,white bread,01-01-2024,Other
1188,ice cream,01-01-2024,Dairy
9681,berries,01-01-2024,Other
6505,canned beer,01-01-2024,Other
2339,hygiene articles,01-01-2024,Other
5052,other vegetables,01-01-2024,Other
3482,whole milk,01-01-2024,Dairy
6000,domestic eggs,01-01-2024,Beverages
5712,fruit/vegetable juice,01-01-2024,Other
6404,ice cream,01-01-2024,Other
1213,whole milk,01-01-2024,Other
8929,bottled water,01-01-2024,Meat
9140,light bulbs,01-01-2024,Other
4531,yogurt,01-01-2024,Other
5243,fruit/vegetable juice,01-01-2024,Other
9073,beef,01-01-2024,Dairy
2438,pork,01-01-2024,Meat
3681,snack products,01-01-2024,Other
2118,frankfurter,01-01-2024,Dairy
1773,other vegetables,01-01-2024,Other
7934,rolls/buns,01-01-2024,Other
8910,pet care,01-01-2024,Other
9719,cream cheese ,01-01-2024,Other
9181,whole milk,01-01-2024,Other
6176,salty snack,01-01-2024,Other
4081,other vegetables,01-01-2024,Canned Goods
6311,berries,01-01-2024,Other
9193,frozen vegetables,01-01-2024,Dairy
1232,other vegetables,01-01-2024,Other
7953,bottled beer,01-01-2024,Other
7634,curd cheese,01-01-2024,Dairy
8229,chicken,01-01-2024,Other
8839,napkins,01-01-2024,Dairy
8776,whole milk,01-01-2024,Other
9024,other vegetables,01-01-2024,Other
4105,specialty bar,01-01-2024,Other
3637,whipped/sour cream,01-01-2024,Other
7958,curd,01-01-2024,Meat
5725,rolls/buns,01-01-2024,Other
1623,cream,01-01-2024,Dairy
5276,red/blush wine,01-01-2024,Dairy
3933,butter,01-01-2024,Beverages
3919,whole milk,01-01-2024,Other
3647,root vegetables,01-01-2024,Other
2038,sausage,01-01-2024,Other
5767,soda,01-01-2024,Other
1551,sausage,01-01-2024,Other
9193,root vegetables,01-01-2024,Other
3308,bottled beer,01-01-2024,Dairy
7277,beef,01-01-2024,Other
1424,rice,01-01-2024,Other
1501,rolls/buns,01-01-2024,Other
8408,chocolate marshmallow,01-01-2024,Other
2841,domestic eggs,01-01-2024,Other
6108,soda,01-01-2024,Other
5168,yogurt,01-01-2024,Meat
8141,newspapers,01-01-2024,Other
6260,pip fruit,01-01-2024,Other
9706,brown bread,01-01-2024,Other
8863,bottled beer,01-01-2024,Dairy
7080,meat,01-01-2024,Other
4569,bottled water,01-01-2024,Other
6108,shopping bags,01-01-2024,Other
1074,yogurt,01-01-2024,Other
9402,ice cream,01-01-2024,Other
7491,yogurt,01-01-2024,Dairy
7974,whole milk,01-01-2024,Other
3880,grapes,01-01-2024,Other
8124,salty snack,01-01-2024,Other
4033,yogurt,01-01-2024,Other
9086,beef,01-01-2024,Other
3351,whipped/sour cream,01-01-2024,Other
2298,white wine,01-01-2024,Canned Goods
2649,fruit/vegetable juice,01-01-2024,Other
1538,shopping bags,01-01-2024,Other
3705,frozen vegetables,01-01-2024,Other
4028,pip fruit,01-01-2024,Other
6738,turkey,01-01-2024,Other
2303,domestic eggs,01-01-2024,Other
7273,cat food,01-01-2024,Beverages
5764,coffee,01-01-2024,Other
6784,salt,01-01-2024,Other
8929,rolls/buns,01-01-2024,Dairy
5673,citrus fruit,01-01-2024,Other
6458,oil,01-01-2024,Other
1074,long life bakery product,01-01-2024,Other
5833,whole milk,01-01-2024,Other
6608,citrus fruit,01-01-2024,Other
9728,berries,01-01-2024,Meat
5450,soda,01-01-2024,Other
5764,white wine,01-01-2024,Other
9250,whole milk,01-01-2024,Other
3046,rolls/buns,01-01-2024,Other
1500,onions,01-01-2024,Other
1767,yogurt,01-01-2024,Dairy
3637,pet care,01-01-2024,Other
8464,other vegetables,01-01-2024,Dairy
3368,pot plants,01-01-2024,Other
4058,rolls/buns,01-01-2024,Other
8477,spread cheese,01-01-2024,Dairy
3694,whole milk,01-01-2024,Other
7182,dessert,01-01-2024,Meat
6295,domestic eggs,01-01-2024,Other
1212,other vegetables,01-01-2024,Meat
6857,tropical fruit,01-01-2024,Other
9024,napkins,01-01-2024,Other
3892,canned beer,01-01-2024,Other
1177,sausage,01-01-2024,Meat
1091,curd,01-01-2024,Other
6260,other vegetables,01-01-2024,Other
3522,soda,01-01-2024,Other
9615,fruit/vegetable juice,01-01-2024,Dairy
4190,canned fish,01-01-2024,Other
7808,ham,01-01-2024,Other
2939,soda,01-01-2024,Other
8312,dishes,01-01-2024,Other
9405,zwieback,01-01-2024,Other
3295,berries,01-01-2024,Other
1756,butter milk,01-01-2024,Other
2038,other vegetables,01-01-2024,Other
1403,pastry,01-01-2024,Other
9024,shopping bags,01-01-2024,Other
6921,shopping bags,01-01-2024,Other
8416,newspapers,01-01-2024,Other
6921,rolls/buns,01-01-2024,Other
5198,frankfurter,01-01-2024,Other
7676,soda,01-01-2024,Other
9073,sauces,01-01-2024,Beverages
1232,pastry,01-01-2024,Dairy
6260,rolls/buns,01-01-2024,Other
5101,rum,01-01-2024,Other
9358,sausage,01-01-2024,Other
4288,chewing gum,01-01-2024,Other
9306,domestic eggs,01-01-2024,Meat
9770,oil,01-01-2024,Other
3217,dessert,01-01-2024,Other
2693,whole milk,01-01-2024,Other
3536,root vegetables,01-01-2024,Other
7904,butter milk,01-01-2024,Dairy
6196,bottled water,01-01-2024,Other
4881,salty snack,01-01-2024,Other
7605,grapes,01-01-2024,Other
9182,rolls/buns,01-01-2024,Meat
5717,shopping bags,01-01-2024,Other
9405,white bread,01-01-2024,Other
2356,soda,01-01-2024,Beverages
1294,frankfurter,01-01-2024,Dairy
6538,cream cheese ,01-01-2024,Other
5052,sugar,01-01-2024,Beverages
1612,sausage,01-01-2024,Other
4414,frozen fish,01-01-2024,Beverages
3927,pet care,01-01-2024,Other
6873,sausage,01-01-2024,Other
3423,prosecco,01-01-2024,Other
8817,frozen vegetables,01-01-2024,Other
3746,specialty chocolate,01-01-2024,Dairy
8245,curd,01-01-2024,Dairy
3046,dishes,01-01-2024,Beverages
1074,other vegetables,01-01-2024,Other
1794,citrus fruit,01-01-2024,Other
5049,brown bread,01-01-2024,Other
5355,pip fruit,01-01-2024,Meat
4333,long life bakery product,01-01-2024,Other
6224,yogurt,01-01-2024,Dairy
6945,sugar,01-01-2024,Other
3442,cat food,01-01-2024,Dairy
6780,root vegetables,01-01-2024,Other
6136,white bread,01-01-2024,Other
8046,rolls/buns,01-01-2024,Other
2915,bottled water,01-01-2024,Other
8477,rolls/buns,01-01-2024,Other
8141,frozen vegetables,01-01-2024,Meat
3680,other vegetables,01-01-2024,Other
5289,sausage,01-01-2024,Other
5310,canned beer,01-01-2024,Other
5243,hamburger meat,01-01-2024,Other
8426,whole milk,01-01-2024,Other
5205,napkins,01-01-2024,Other
3045,fruit/vegetable juice,01-01-2024,Other
5621,canned beer,01-01-2024,Other
6641,salt,01-01-2024,Other
8927,shopping bags,01-01-2024,Other
7135,yogurt,01-01-2024,Dairy
9706,pastry,01-01-2024,Other
3829,chicken,01-01-2024,Meat
5052,long life bakery product,01-01-2024,Beverages
8413,whole milk,01-01-2024,Other
1111,cereals,01-01-2024,Beverages
2628,sugar,01-01-2024,Dairy
7299,other vegetables,01-01-2024,Dairy
2226,detergent,01-01-2024,Other
6315,rolls/buns,01-01-2024,Dairy
3217,long life bakery product,01-01-2024,Other
2038,candles,01-01-2024,Other
4952,whipped/sour cream,01-01-2024,Other
5221,root vegetables,01-01-2024,Other
6000,misc. beverages,01-01-2024,Other
3786,oil,01-01-2024,Other
8094,frozen meals,01-01-2024,Other
5101,pastry,01-01-2024,Meat
2474,other vegetables,01-01-2024,Meat
1597,sausage,01-01-2024,Snacks
6311,soda,01-01-2024,Other
5168,nut snack,01-01-2024,Other
8416,other vegetables,01-01-2024,Other
1403,rolls/buns,01-01-2024,Dairy
7838,whole milk,01-01-2024,Other
4443,brown bread,01-01-2024,Dairy
7385,chewing gum,01-01-2024,Dairy
2275,white wine,01-01-2024,Other
2682,sausage,01-01-2024,Other
4580,berries,01-01-2024,Other
7934,soda,01-01-2024,Other
5079,hamburger meat,01-01-2024,Other
2504,chocolate,01-01-2024,Beverages
8410,oil,01-01-2024,Other
7943,shopping bags,01-01-2024,Beverages
7078,yogurt,01-01-2024,Other
1356,candles,01-01-2024,Other
8160,other vegetables,01-01-2024,Other
8998,photo/film,01-01-2024,Other
3842,root vegetables,01-01-2024,Dairy
7676,vinegar,01-01-2024,Dairy
8051,sausage,01-01-2024,Other
2866,chicken,01-01-2024,Meat
5594,canned beer,01-01-2024,Other
6097,whipped/sour cream,01-01-2024,Other
3788,canned beer,01-01-2024,Other
1815,pastry,01-01-2024,Other
4085,sausage,01-01-2024,Other
5419,whole milk,01-01-2024,Other
7645,fruit/vegetable juice,01-01-2024,Other
2497,rolls/buns,01-01-2024,Dairy
5379,pastry,01-01-2024,Other
3978,tropical fruit,01-01-2024,Other
7296,pip fruit,01-01-2024,Other
2108,chewing gum,01-01-2024,Other
1893,coffee,01-01-2024,Dairy
9587,canned fish,01-01-2024,Dairy
6275,other vegetables,01-01-2024,Dairy
7276,sugar,01-01-2024,Other
6801,grapes,01-01-2024,Dairy
9956,yogurt,01-01-2024,Other
9319,pip fruit,01-01-2024,Other
8434,pastry,01-01-2024,Other
2939,yogurt,01-01-2024,Other
9417,other vegetables,01-01-2024,Other
8430,yogurt,01-01-2024,Meat
2340,tropical fruit,01-01-2024,Other
1364,butter milk,01-01-2024,Beverages
6850,pip fruit,01-01-2024,Other
1603,UHT-milk,01-01-2024,Other
4839,citrus fruit,01-01-2024,Dairy
3308,margarine,01-01-2024,Other
4105,newspapers,01-01-2024,Other
2037,sliced cheese,01-01-2024,Dairy
7566,meat,01-01-2024,Other
5843,shopping bags,01-01-2024,Other
1111,vinegar,01-01-2024,Other
3731,soda,01-01-2024,Other
5692,onions,01-01-2024,Other
8218,other vegetables,01-01-2024,Other
1213,cream cheese ,01-01-2024,Dairy
6378,meat,01-01-2024,Other
4952,red/blush wine,01-01-2024,Other
6784,other vegetables,01-01-2024,Other
1281,sausage,01-01-2024,Beverages
7193,roll products ,01-01-2024,Other
4424,pastry,01-01-2024,Other
3115,pip fruit,01-01-2024,Other
4621,beef,01-01-2024,Other
1639,rolls/buns,01-01-2024,Other
5907,herbs,01-01-2024,Dairy
9925,white bread,01-01-2024,Other
1919,whole milk,01-01-2024,Beverages
9024,canned beer,01-01-2024,Other
4031,whipped/sour cream,01-01-2024,Other
4569,dessert,01-01-2024,Dairy
6103,other vegetables,01-01-2024,Other
9391,frozen meals,01-01-2024,Beverages
1259,other vegetables,01-01-2024,Other
5028,coffee,01-01-2024,Other
5358,soda,01-01-2024,Other
8184,sugar,01-01-2024,Other
7405,bottled water,01-01-2024,Other
7299,skin care,01-01-2024,Other
1281,hamburger meat,01-01-2024,Other
4580,packaged fruit/vegetables,01-01-2024,Other
2916,sliced cheese,01-01-2024,Other
5789,pastry,01-01-2024,Other
7627,processed cheese,01-01-2024,Beverages
8901,sausage,01-01-2024,Other
9100,tropical fruit,01-01-2024,Other
3401,chicken,01-01-2024,Dairy
3933,citrus fruit,01-01-2024,Other
9402,pastry,01-01-2024,Other
6643,root vegetables,01-01-2024,Dairy
1780,cream cheese ,01-01-2024,Dairy
6817,candles,01-01-2024,Other
7934,berries,01-01-2024,Other
2435,hamburger meat,01-01-2024,Other
8120,bottled beer,01-01-2024,Other
9249,canned fish,01-01-2024,Other
3086,onions,01-01-2024,Other
6197,pip fruit,01-01-2024,Other
5310,dessert,01-01-2024,Other
1450,onions,01-01-2024,Other
6159,hygiene articles,01-01-2024,Other
2069,yogurt,01-01-2024,Other
8358,other vegetables,01-01-2024,Other
8968,chicken,01-01-2024,Other
1214,long life bakery product,01-01-2024,Beverages
3295,spices,01-01-2024,Dairy
5789,UHT-milk,01-01-2024,Other
5083,chicken,01-01-2024,Other
4740,curd,01-01-2024,Beverages
3756,yogurt,01-01-2024,Other
9955,oil,01-01-2024,Dairy
1361,oil,01-01-2024,Other
1780,rolls/buns,01-01-2024,Meat
4941,sausage,01-01-2024,Other
5712,frankfurter,01-01-2024,Other
8929,rolls/buns,01-01-2024,Other
8283,sausage,01-01-2024,Other
6136,root vegetables,01-01-2024,Dairy
2536,fruit/vegetable juice,01-01-2024,Beverages
7636,bottled beer,01-01-2024,Other
1232,other vegetables,01-01-2024,Other
7973,tropical fruit,01-01-2024,Other
1450,tropical fruit,01-01-2024,Other
3880,butter,01-01-2024,Other
5577,sparkling wine,01-01-2024,Other
1622,rolls/buns,01-01-2024,Other
3423,chewing gum,01-01-2024,Other
6378,bottled beer,01-01-2024,Other
6108,chocolate marshmallow,01-01-2024,Other
5358,tropical fruit,01-01-2024,Other
